date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
1/1/2013,0,8.1,85,5,19,1007.1,0.8
1/1/2013,1,8,88,4.8,20,1006.5,0.8
1/1/2013,2,7.9,89,4.6,20,1005.6,1
1/1/2013,3,7.9,90,5,17,1005.5,2
1/1/2013,4,8,91,5.1,17,1005.2,2
1/1/2013,5,8.2,90,5.4,17,1004.9,1
1/1/2013,6,8.5,91,7,9,1005,0.2
1/1/2013,7,8.6,91,7.1,9,1005.4,0
1/1/2013,8,8.9,90,7.1,11,1006.1,0.2
1/1/2013,9,8.9,88,7.9,7,1007.2,0.8
1/1/2013,10,8.7,84,7.2,9,1008.5,0
1/1/2013,11,9,82,7.2,11,1009.6,0
1/1/2013,12,8.9,75,7.1,11,1010.8,0
1/1/2013,13,8.8,69,7.3,9,1011.1,0
1/1/2013,14,9.4,62,7.3,13,1011.6,0
1/1/2013,15,8.7,65,6.5,13,1012,0
1/1/2013,16,8.6,65,6.1,15,1012.8,0
1/1/2013,17,6.8,74,5.7,6,1013.8,0.2
1/1/2013,18,6.8,75,5.4,7,1014.5,0
1/1/2013,19,6.3,82,4.4,9,1015.5,0.6
1/1/2013,20,5.9,81,4.7,6,1016.3,0
1/1/2013,21,5.8,80,4.3,7,1017,0
1/1/2013,22,5.6,79,3.5,9,1017.9,0
1/1/2013,23,5.2,80,3.6,7,1018.7,0
2/1/2013,0,5.1,81,3,9,1019.5,0
2/1/2013,1,4.8,81,2.6,9,1020.1,0
2/1/2013,2,4.5,82,1.8,11,1020.7,0
2/1/2013,3,4.4,82,2.7,7,1021.6,0
2/1/2013,4,4.1,83,2.3,7,1021.9,0
2/1/2013,5,4.5,83,2.8,7,1022.6,0
2/1/2013,6,4.4,81,2.7,7,1023.2,0
2/1/2013,7,4.7,81,2.5,9,1024.1,0
2/1/2013,8,4.6,82,2.9,7,1024.9,0
2/1/2013,9,4.6,83,2.9,7,1026.2,0
2/1/2013,10,5,82,3.7,6,1027,0
2/1/2013,11,6,79,4.8,6,1027.6,0
2/1/2013,12,7.5,74,6.5,6,1027.8,0
2/1/2013,13,8.1,73,7.2,6,1028,0
2/1/2013,14,8.6,75,7.8,6,1028.5,0
2/1/2013,15,8.8,73,7.8,7,1028.8,0
2/1/2013,16,8.7,73,7.9,6,1029.2,0
2/1/2013,17,8.4,75,7.3,7,1030,0
2/1/2013,18,8.2,77,6.6,9,1030,0
2/1/2013,19,8,79,6.8,7,1030.6,0
2/1/2013,20,8.1,78,6.5,9,1031,0
2/1/2013,21,8.1,78,6.9,7,1031.2,0
2/1/2013,22,7.9,80,5.5,13,1031.4,0
2/1/2013,23,7.6,85,5.2,13,1031.8,0.2
3/1/2013,0,7.2,91,5,11,1032,0.4
3/1/2013,1,7.5,93,4.8,15,1031.8,0
3/1/2013,2,7.8,92,5.4,13,1032.2,0.2
3/1/2013,3,7.8,93,5.1,15,1032.5,0
3/1/2013,4,8,93,5.7,13,1032.6,0
3/1/2013,5,8.1,93,6.1,11,1033,0
3/1/2013,6,8.3,93,6.7,9,1033.3,0
3/1/2013,7,8.5,93,7,9,1033.8,0
3/1/2013,8,8.7,93,7.2,9,1034.6,0
3/1/2013,9,8.8,94,7.5,8,1035.1,0
3/1/2013,10,9.1,94,8.4,6,1035.8,0
3/1/2013,11,9.4,94,8.4,7,1036.4,0
3/1/2013,12,10,94,9.1,7,1036.5,0
3/1/2013,13,10.7,90,9.5,9,1036.6,0.2
3/1/2013,14,11,88,10.3,7,1036.5,0
3/1/2013,15,11,90,10.3,7,1036.8,0
3/1/2013,16,10.7,90,9.9,7,1037.2,0
3/1/2013,17,10.8,90,10.1,7,1038,0
3/1/2013,18,10.7,90,10.2,6,1038.4,0
3/1/2013,19,10.7,90,10.7,4,1038.6,0
3/1/2013,20,10.6,89,9.1,11,1039,0
3/1/2013,21,10.6,87,9.8,7,1039.5,0
3/1/2013,22,10.3,87,9.5,7,1039.6,0
3/1/2013,23,10.2,87,9.4,7,1040.2,0
4/1/2013,0,10,87,7.6,17,1040.5,0
4/1/2013,1,10,84,9.1,7,1040.3,0
4/1/2013,2,9.8,83,8.5,9,1039.8,0
4/1/2013,3,10,81,9.4,6,1040.1,0
4/1/2013,4,9.9,82,9,7,1039.9,0
4/1/2013,5,9.8,82,8.9,7,1039.4,0
4/1/2013,6,9.6,85,8.7,7,1039.1,0
4/1/2013,7,9.8,83,8.5,9,1039.1,0
