date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
11/1/2007,0,6.3,80,4,11,1027.5,0
11/1/2007,1,5.6,82,3.8,8,1027.5,0
11/1/2007,2,4.8,86,2.9,8,1026.8,0
11/1/2007,3,4.7,87,2.7,8,1027.1,0
11/1/2007,4,5.4,82,2.9,11,1026.6,0
11/1/2007,5,5.2,84,2.6,11,1025.9,0
11/1/2007,6,5.6,82,3.1,11,1025.4,0
11/1/2007,7,5.6,82,2.4,15,1024.7,0
11/1/2007,8,5.8,80,2.7,15,1024.6,0
11/1/2007,9,5.8,79,3.4,11,1023.7,0
11/1/2007,10,7.1,74,3.4,22,1022.7,0
11/1/2007,11,8.2,73,4.1,30,1022.3,0
11/1/2007,12,8.5,76,5.5,19,1021.5,0
11/1/2007,13,9.8,74,6.5,26,1020.9,0
11/1/2007,14,10.2,74,7.7,18,1020.1,0
11/1/2007,15,10.0,80,6.5,30,1019.1,0
11/1/2007,16,10.7,77,7.6,26,1018.8,0
11/1/2007,17,11.5,77,9,22,1019,0
11/1/2007,18,11.6,79,8.8,26,1018.4,0
11/1/2007,19,11.3,83,8.4,26,1019.0,0
11/1/2007,20,11.3,88,8.4,26,1019.1,0.2
11/1/2007,21,11.5,80,8.7,26,1020.8,0.6
11/1/2007,22,11.9,68,9.7,19,1021.9,0
11/1/2007,23,11.6,72,9.8,15,1023.4,0
12/1/2007,0,11.0,64,9,15,1024.5,0
12/1/2007,1,10.3,73,8.2,15,1025.5,0
12/1/2007,2,9.7,74,8,11,1026.6,0
12/1/2007,3,9.2,75,7.4,11,1027.6,0
12/1/2007,4,8.5,76,6,15,1028.2,0
12/1/2007,5,8.1,77,6.1,11,1028.8,0
12/1/2007,6,7.8,81,5.7,11,1029.3,0
12/1/2007,7,7.8,81,5.7,11,1029.8,0
12/1/2007,8,8.3,81,6.3,11,1029.6,0
12/1/2007,9,8.8,83,7.5,8,1029.9,0
12/1/2007,10,9.2,82,6.8,15,1030.1,0
12/1/2007,11,10.5,77,9,11,1030.4,0
12/1/2007,12,11.3,73,9.9,11,1030.1,0
12/1/2007,13,11.7,69,9.9,15,1029.4,0
12/1/2007,14,12.0,70,10.8,11,1028.8,0
12/1/2007,15,12.5,69,11.4,11,1028.4,0
12/1/2007,16,11.9,76,10.1,15,1028.6,0
12/1/2007,17,11.8,81,9.4,22,1028.6,0
12/1/2007,18,11.8,83,10,15,1028.7,0
12/1/2007,19,12.2,82,11,11,1028.6,0
12/1/2007,20,12.3,84,10.6,15,1028.8,0
12/1/2007,21,12.3,86,10.6,15,1028.5,0
12/1/2007,22,12.4,85,10.7,15,1028.4,0
12/1/2007,23,12.6,84,11,15,1028.1,0
13/1/2007,0,12.5,85,11.4,11,1028.4,0
13/1/2007,1,12.6,83,11,15,1028.2,0
13/1/2007,2,12.3,85,11.1,11,1027.9,0
13/1/2007,3,12.3,83,10.6,15,1027.9,0
13/1/2007,4,12,82,11.4,7,1027.8,0
13/1/2007,5,12.0,81,11.2,8,1027.9,0
13/1/2007,6,11.8,82,11,8,1027.7,0
13/1/2007,7,11.0,89,10.1,8,1027.8,0
