date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
3/1/2008,21,4.8,84,3.1,7,1000.3,0
3/1/2008,22,4.7,84,3,7,1000.7,0
3/1/2008,23,4.7,84,3,7,1001.3,0
4/1/2008,0,4.7,83,3,7,1001.9,0
4/1/2008,1,4.8,85,4.2,4,1002.4,0
4/1/2008,2,4.9,87,3.3,7,1002.6,0
4/1/2008,3,5.2,88,3.6,7,1003.4,0
4/1/2008,4,5.4,91,3.8,7,1004,0.2
4/1/2008,5,5.4,91,3.8,7,1004.4,0
4/1/2008,6,5.8,90,3.4,11,1004.9,0
4/1/2008,7,6.1,91,4.4,8,1005.4,0
4/1/2008,8,6.6,90,3.7,15,1006.4,0
4/1/2008,9,6.2,93,4.8,7,1006.7,0.4
4/1/2008,10,6.2,92,4.8,7,1007,0
4/1/2008,11,6.9,89,4.7,11,1007.5,0
4/1/2008,12,8.2,82,7.1,7,1007,0
4/1/2008,13,9.2,73,7.4,11,1006.2,0
4/1/2008,14,10,72,7.4,19,1006.1,0
4/1/2008,15,10.2,73,7.6,19,1005.6,0
4/1/2008,16,9.7,77,7.4,15,1005.9,0
4/1/2008,17,9.2,81,6.4,19,1006.5,0
4/1/2008,18,9,83,6.6,15,1006.2,0
4/1/2008,19,9.2,85,6.5,18,1005.7,0
4/1/2008,20,8.9,89,6,19,1005.5,0.2
4/1/2008,21,9.3,88,6.2,22,1005.8,0
4/1/2008,22,9.1,89,6.2,19,1005.3,0.2
4/1/2008,23,9.5,87,6.5,22,1005.4,0
5/1/2008,0,9.5,89,6.5,22,1005.1,0.2
5/1/2008,1,9.8,87,6.5,26,1004.0,0.4
5/1/2008,2,9.6,88,5.9,30,1003,0.2
5/1/2008,3,9.6,87,6.2,26,1002.5,0.4
5/1/2008,4,9,90,5.8,22,1002.3,2
5/1/2008,5,8.1,88,6.1,11,1003.5,4
5/1/2008,6,7.2,91,4.4,15,1003.6,0.4
5/1/2008,7,6.3,91,4,11,1004.7,0
5/1/2008,8,6.4,92,3.4,15,1005.4,0
5/1/2008,9,7.1,91,4.9,11,1006.3,0
5/1/2008,10,7.3,91,5.1,11,1006.5,0
5/1/2008,11,8.1,89,5.5,15,1007.4,0
5/1/2008,12,8.7,84,6.2,15,1007.3,0
5/1/2008,13,9.1,81,6.4,18,1007.9,0
5/1/2008,14,9,81,6.1,19,1007.7,0
5/1/2008,15,9.3,81,7,15,1007.2,0
5/1/2008,16,9.5,80,7.2,15,1007,0
5/1/2008,17,9.4,77,7.1,15,1006.3,0
5/1/2008,18,9.2,85,8.2,7,1006.2,0
5/1/2008,19,9.3,90,7,15,1006.0,0.4
5/1/2008,20,9.4,84,7.1,15,1005.5,0
5/1/2008,21,8.9,88,7.1,11,1005.4,0
5/1/2008,22,8.6,89,6.1,15,1005.4,0
5/1/2008,23,8.7,88,6.2,15,1005.3,0
6/1/2008,0,8.7,88,6.8,11,1005.9,0
6/1/2008,1,8.7,87,6.8,11,1006.5,0
6/1/2008,2,8.5,88,6.6,11,1007.2,0.2
6/1/2008,3,8.2,87,6.2,11,1008,0
6/1/2008,4,7.9,86,5.2,15,1009.2,0
6/1/2008,5,7.2,87,5,11,1010.3,0
6/1/2008,6,6.9,88,5.6,7,1011.1,0
6/1/2008,7,6.5,88,4.8,8,1012.4,0
6/1/2008,8,6.1,89,3.7,11,1013.4,0
6/1/2008,9,5.6,90,3.1,11,1014.5,0
6/1/2008,10,5.8,89,3.4,11,1015.3,0
6/1/2008,11,7.2,84,5.9,7,1016.1,0
6/1/2008,12,8.3,79,7.2,7,1016.7,0
6/1/2008,13,9.6,76,9.6,4,1016.6,0
6/1/2008,14,8.8,77,7.8,7,1016.8,0
6/1/2008,15,8.6,76,6.7,11,1016.1,0
6/1/2008,16,7.5,86,5.4,11,1015.9,0
6/1/2008,17,7.5,87,5.4,11,1015.7,0
6/1/2008,18,7.4,89,4.6,15,1014.9,0
6/1/2008,19,7.5,90,5.4,11,1014.7,0
6/1/2008,20,7.8,91,5.1,15,1014.1,0
6/1/2008,21,8,92,4.9,19,1013.7,0
6/1/2008,22,8.1,94,5.5,15,1012.6,0
6/1/2008,23,8.5,94,6.6,11,1011.8,0.4
7/1/2008,0,9.1,95,7.3,11,1011,0.4
7/1/2008,1,10.5,95,8.4,15,1010.8,0
7/1/2008,2,11.6,96,9.8,15,1010.2,0
7/1/2008,3,11.9,94,10.1,15,1010.1,3
7/1/2008,4,10.5,81,8,19,1011.1,0
7/1/2008,5,9.4,82,7.7,11,1012.1,0
7/1/2008,6,9.4,82,7.1,15,1012.9,0
7/1/2008,7,9.3,80,6.6,18,1014.1,0
7/1/2008,8,8.9,75,6.5,15,1015.2,0
7/1/2008,9,8.6,74,5.6,19,1016.6,0
7/1/2008,10,8.8,75,5.9,19,1017.9,0
7/1/2008,11,9.4,70,6.3,22,1019.3,0
7/1/2008,12,9.8,68,6.8,22,1019.8,0
7/1/2008,13,11.0,63,9,15,1020.2,0
7/1/2008,14,10.8,59,8.4,19,1020.3,0
7/1/2008,15,10.6,61,8.1,19,1020.3,0
7/1/2008,16,10.2,64,7.6,19,1020.4,0
7/1/2008,17,9.5,68,7.2,15,1021,0
7/1/2008,18,8.7,71,6.8,11,1021.1,0
7/1/2008,19,8.3,73,6.9,8,1021.8,0
7/1/2008,20,8.3,74,5.3,19,1021.8,0
7/1/2008,21,9,71,6.1,19,1022.4,0
7/1/2008,22,8.8,73,5.9,19,1022.9,0
7/1/2008,23,7.8,79,6.6,7,1023.3,0
8/1/2008,0,7.6,81,5.5,11,1023.7,0
8/1/2008,1,7.1,85,5.5,8,1023.8,0
8/1/2008,2,6.7,87,4.4,11,1023.5,0
8/1/2008,3,6.5,89,4.2,11,1023.4,0
8/1/2008,4,5.8,90,3.4,11,1023.3,0
8/1/2008,5,6.2,91,3.8,11,1023,0
8/1/2008,6,5.7,91,5.2,4,1022.8,0
8/1/2008,7,6.1,93,4.4,8,1022.7,0
8/1/2008,8,6,91,3.6,11,1022.4,0
8/1/2008,9,5.9,92,2.8,15,1022.5,0
8/1/2008,10,5.7,93,2.6,15,1022.7,0
8/1/2008,11,5.4,93,2.9,11,1023.1,0
8/1/2008,12,5.2,92,1.9,15,1023,0
8/1/2008,13,5.2,92,2.6,11,1022.3,0
8/1/2008,14,5.2,92,1.9,15,1021.2,0
8/1/2008,15,5.3,93,2.8,11,1020.6,0
8/1/2008,16,5.5,93,2.3,15,1019.7,0
8/1/2008,17,5.6,93,2,18,1019.2,0
8/1/2008,18,5.8,93,2.7,15,1018.9,0
8/1/2008,19,6.1,91,4.4,8,1018.6,0
8/1/2008,20,6.1,94,3,15,1017.9,0
8/1/2008,21,6.2,93,2.6,19,1017,0
8/1/2008,22,6.3,92,3.3,15,1016.2,0
8/1/2008,23,5.9,91,3.5,11,1015.8,0
9/1/2008,0,6.2,85,3.2,15,1014.9,0
9/1/2008,1,6.3,83,3.3,15,1014.7,0
9/1/2008,2,7.2,81,4.4,15,1014.1,0
9/1/2008,3,7.2,85,3.9,19,1014.2,0
9/1/2008,4,7.1,88,4.9,11,1014.1,0
9/1/2008,5,7.2,89,4.4,15,1013.9,0
9/1/2008,6,7.5,90,5.4,11,1013.7,0
9/1/2008,7,8.0,90,5.4,15,1013.5,0
9/1/2008,8,8.4,90,5.9,15,1013.6,0
9/1/2008,9,8.5,90,6,15,1013.8,0
9/1/2008,10,8.2,92,5.6,15,1015.4,0.6
9/1/2008,11,7.3,90,5.1,11,1016.3,0.4
9/1/2008,12,7.9,85,6.7,7,1016.2,0.2
9/1/2008,13,9.3,77,7.5,11,1016.6,0
9/1/2008,14,9.2,72,6.8,15,1016.9,0
9/1/2008,15,9.9,69,7.7,15,1017.1,0
9/1/2008,16,9.2,67,7.4,11,1017.7,0
9/1/2008,17,8.6,70,6.7,11,1017.7,0
9/1/2008,18,7.7,75,5.6,11,1018.4,0
9/1/2008,19,7.3,78,5.8,8,1018.9,0
9/1/2008,20,6.7,81,4.4,11,1019.2,0
9/1/2008,21,6.3,82,4,11,1019.4,0
9/1/2008,22,5.7,84,4.2,7,1019.3,0
9/1/2008,23,5.6,85,4.1,7,1019.3,0
10/1/2008,0,5.3,87,2.1,15,1019.4,0
10/1/2008,1,5.0,88,2.4,11,1018.9,0
10/1/2008,2,4.4,90,1.7,11,1018.4,0
10/1/2008,3,4.2,91,1.4,11,1018.1,0
10/1/2008,4,4.3,92,1.6,11,1017.7,0
10/1/2008,5,4.3,92,1.6,11,1017.1,0
10/1/2008,6,4.3,93,1.6,11,1016.4,0
10/1/2008,7,4.1,93,0.6,15,1016.3,0
10/1/2008,8,4,93,-0.1,19,1015.9,0
10/1/2008,9,4.8,94,1.5,15,1015.8,0
10/1/2008,10,6,93,2.9,15,1015.3,0
10/1/2008,11,7.4,94,4.6,15,1015,0
10/1/2008,12,8.3,93,5.7,15,1014.4,0
10/1/2008,13,9.5,89,6.5,22,1013.2,0
10/1/2008,14,10.4,84,7.9,19,1012.4,0
10/1/2008,15,10.8,81,8.1,22,1011.7,0
10/1/2008,16,11.1,82,8.5,22,1011.5,0
10/1/2008,17,11.3,82,9,19,1011.2,0
10/1/2008,18,11,82,8.3,22,1011,0
10/1/2008,19,10.8,83,8.8,15,1010.7,0
10/1/2008,20,10.6,83,7.8,22,1010.4,0
10/1/2008,21,10.4,82,7.6,22,1010.2,0
10/1/2008,22,10.3,83,7.5,22,1009.6,0
10/1/2008,23,10.2,83,7.3,22,1009.3,0
11/1/2008,0,10.2,82,7.6,19,1009,0
11/1/2008,1,10.0,82,7.5,18,1008.5,0
11/1/2008,2,9.7,84,7.4,15,1007.8,0
11/1/2008,3,9.9,83,7.2,19,1007.3,0
11/1/2008,4,10,83,7.8,15,1006.1,0
11/1/2008,5,9.7,83,7,19,1005,0
11/1/2008,6,9.9,82,7.2,19,1003.8,0
11/1/2008,7,9.8,80,7.6,15,1003.0,0
11/1/2008,8,10.3,75,8.2,15,1002.1,0
11/1/2008,9,10.3,73,7.7,19,1001.4,0
11/1/2008,10,10.6,70,8.5,15,1000.6,0
11/1/2008,11,10.8,69,8.8,15,1000.2,0
11/1/2008,12,10.7,80,8.2,19,999.3,0.4
11/1/2008,13,10.8,80,7.5,30,998.4,0.2
11/1/2008,14,10.6,84,7.8,22,997.5,0
11/1/2008,15,10.1,87,7.2,22,997,0.4
11/1/2008,16,9.5,89,6.5,22,996.8,1
11/1/2008,17,8.8,87,5.6,22,996.1,0.6
11/1/2008,18,8.7,84,5.4,22,995.9,0
11/1/2008,19,8.5,83,4.8,26,996.2,0
11/1/2008,20,8.4,81,4.7,26,996.4,0
11/1/2008,21,8.3,80,4.6,26,996.1,0
11/1/2008,22,8.1,82,4.7,22,996,0
11/1/2008,23,8.1,82,4.3,26,996.6,0
12/1/2008,0,7.7,78,4.5,19,998.9,0
12/1/2008,1,7.5,71,3.9,22,1000.1,0
12/1/2008,2,7.2,73,3.6,22,1000.7,0
12/1/2008,3,7.1,73,3.4,22,1002.4,0
12/1/2008,4,6.7,76,3.4,18,1003.9,0
12/1/2008,5,6.6,75,2.8,22,1004.8,0
12/1/2008,6,5.8,80,2.3,18,1006.0,0
12/1/2008,7,6.1,76,3,15,1007.5,0
12/1/2008,8,5.7,76,2.6,15,1009.1,0
12/1/2008,9,5.2,77,1.9,15,1010.6,0
12/1/2008,10,5.4,76,2.2,15,1011.8,0
12/1/2008,11,6.4,70,3.4,15,1013.1,0
12/1/2008,12,7.3,62,5.1,11,1013.5,0
12/1/2008,13,8.3,60,5.4,18,1014.0,0
12/1/2008,14,8.7,58,6.2,15,1014.1,0
12/1/2008,15,8.9,60,6.5,15,1014.4,0
12/1/2008,16,8.5,65,6,15,1015.0,0
12/1/2008,17,7.9,68,5.2,15,1015.6,0
12/1/2008,18,7.0,73,4.8,11,1016.2,0
12/1/2008,19,7.0,75,4.1,15,1016.5,0
12/1/2008,20,6.3,78,4,11,1016.8,0
12/1/2008,21,6,76,2.9,15,1016.7,0
12/1/2008,22,5.8,75,3.4,11,1016.9,0
12/1/2008,23,5.4,78,3.8,7,1017,0
13/1/2008,0,5.4,80,2.9,11,1016.8,0
13/1/2008,1,5.7,80,3.2,11,1016.8,0
13/1/2008,2,5.9,81,3.5,11,1016.4,0
13/1/2008,3,5.8,82,3.4,11,1016.2,0
13/1/2008,4,5.5,83,2.3,15,1015.8,0
13/1/2008,5,5.8,84,2.7,15,1015.5,0
13/1/2008,6,5.7,89,2,19,1015.6,0.2
13/1/2008,7,5.2,92,2.6,11,1015.5,0
13/1/2008,8,5.2,92,2.6,11,1015.5,0
13/1/2008,9,5.6,90,2.4,15,1015.5,0
13/1/2008,10,6.1,89,3,15,1015.4,0
13/1/2008,11,6.7,87,4.4,11,1015.2,0
13/1/2008,12,7.4,82,4.1,19,1014.4,0
13/1/2008,13,8.2,75,5.2,18,1013.4,0
13/1/2008,14,9.1,67,6.7,15,1011.9,0
13/1/2008,15,8.7,68,5.7,19,1010.5,0
13/1/2008,16,8.5,70,6,15,1009.7,0
13/1/2008,17,7.5,65,4.3,19,1009.3,0
13/1/2008,18,6.9,63,3.5,19,1008.8,0
13/1/2008,19,6.3,65,3.3,15,1008.1,0
13/1/2008,20,5.7,67,2,19,1007.5,0
13/1/2008,21,5.4,68,1.6,19,1007.2,0
13/1/2008,22,5.4,68,2.2,15,1006.9,0
13/1/2008,23,5.2,69,1.9,15,1006.4,0
14/1/2008,0,5.4,68,2.2,15,1006.4,0
14/1/2008,1,5.7,65,2.6,15,1006.0,0
14/1/2008,2,6,62,2.9,15,1005.9,0
14/1/2008,3,5.3,75,2.1,15,1005.9,0.4
14/1/2008,4,6,75,2.4,19,1006.1,0
14/1/2008,5,6.3,76,3.3,15,1006,0
14/1/2008,6,6.6,80,3.7,15,1006.3,0
14/1/2008,7,6.1,84,3,15,1006.4,0.2
14/1/2008,8,6.5,82,3.5,15,1006.8,0
14/1/2008,9,6.3,82,4,11,1007.1,0
14/1/2008,10,6.4,82,3.4,15,1007.4,0
14/1/2008,11,7.7,81,5,15,1007.5,0
14/1/2008,12,9.4,75,6.3,22,1007.2,0.2
14/1/2008,13,10.1,75,7.6,18,1006.7,0
14/1/2008,14,9.7,76,6.7,22,1006.6,0
14/1/2008,15,9.1,81,6,22,1006.4,0
14/1/2008,16,8.3,88,5.3,19,1006.8,0.6
14/1/2008,17,8.4,85,5.9,15,1007.1,0
14/1/2008,18,8.3,86,6.3,11,1007.3,0
14/1/2008,19,9.2,81,6.1,22,1007.6,0
14/1/2008,20,8.9,81,6.5,15,1007.5,0
14/1/2008,21,8.7,82,6.2,15,1007.9,0
14/1/2008,22,8.6,83,6.1,15,1007.8,0
14/1/2008,23,8.3,84,5.3,19,1008.1,0
15/1/2008,0,8,86,5.4,15,1008,0
15/1/2008,1,8.1,87,5.1,18,1007.9,0
15/1/2008,2,8.1,87,5.5,15,1007.9,0
15/1/2008,3,8.3,87,5.3,19,1007.4,0
15/1/2008,4,8.2,86,5.6,15,1006.7,0
15/1/2008,5,8.5,85,5.2,22,1005.8,0
15/1/2008,6,9,84,5.8,22,1005,0
15/1/2008,7,9.1,83,6.4,18,1004.2,0
15/1/2008,8,9.1,82,5.6,26,1003.4,0
15/1/2008,9,9.3,81,6.2,22,1002.6,0
15/1/2008,10,8.8,87,5.6,22,1001.9,0.2
15/1/2008,11,8.6,87,5,26,1001.3,0.4
15/1/2008,12,N/A,N/A,N/A,N/A,N/A
15/1/2008,13,8.0,88,4.2,26,997.8,0.6
15/1/2008,14,8.6,85,4.6,31,996.8,0
15/1/2008,15,8.8,84,4.9,30,995.9,0
15/1/2008,16,9.2,80,5.4,30,994.7,0
15/1/2008,17,8.4,84,4.4,30,993.9,0.4
15/1/2008,18,8.5,84,4.5,30,992.9,1
15/1/2008,19,8.3,84,4.2,31,992.3,0.4
15/1/2008,20,8.7,83,4.8,30,991.2,0
15/1/2008,21,9.2,80,4.9,39,990.5,0
15/1/2008,22,8.7,85,5.1,26,990.8,0
15/1/2008,23,9.1,81,5.3,30,990.9,0
16/1/2008,0,8.9,85,5,30,991.9,0
16/1/2008,1,7.6,82,4.5,18,992.2,1
16/1/2008,2,7.6,87,4.4,19,991.8,2
16/1/2008,3,7.7,90,5,15,992.4,0.6
16/1/2008,4,6.5,89,3.1,18,993.1,2
16/1/2008,5,6.1,89,3.7,11,993.5,1
16/1/2008,6,6.1,90,3.7,11,994.3,0
16/1/2008,7,6.3,89,4,11,994.3,0
16/1/2008,8,6.6,87,3.7,15,994.8,0
16/1/2008,9,6.6,88,3.7,15,995.3,0
16/1/2008,10,6.5,87,4.2,11,995.6,0
16/1/2008,11,7.3,84,5.1,11,996.2,0
16/1/2008,12,7.9,82,5.2,15,996.4,0
16/1/2008,13,7.7,86,5,15,996.8,0
16/1/2008,14,7.9,86,5.9,11,997.1,0
16/1/2008,15,8.6,82,7.5,7,997.5,0
16/1/2008,16,8.6,80,6.7,11,998.5,0
16/1/2008,17,7.9,89,7.7,4,999.6,0.8
16/1/2008,18,7.7,90,5.6,11,1000.6,0.2
16/1/2008,19,6.7,92,5.1,8,1001.5,0
16/1/2008,20,6.8,93,5.2,8,1002.8,0
16/1/2008,21,6.2,92,4.8,7,1003.6,0
16/1/2008,22,6.1,91,3.7,11,1004.1,0
16/1/2008,23,6.4,90,4.1,11,1005.2,0
17/1/2008,0,5.7,92,4.2,7,1006.2,0
17/1/2008,1,5.7,93,3.9,8,1006.6,0
17/1/2008,2,6.2,93,4.8,7,1007.2,0
17/1/2008,3,6.8,90,5.4,7,1008.2,0
17/1/2008,4,7,88,4.1,15,1009.1,0
17/1/2008,5,6.9,88,4,15,1009,0
17/1/2008,6,6.8,89,5.4,7,1010.4,0
17/1/2008,7,7.1,87,4.9,11,1011.0,0
17/1/2008,8,7.2,87,5,11,1011.4,0
17/1/2008,9,7.0,86,4.8,11,1011.8,0
17/1/2008,10,6.8,86,3.9,15,1011.4,0
17/1/2008,11,7.2,87,4,18,1011.5,0
17/1/2008,12,7.5,88,4.8,15,1010.6,0
17/1/2008,13,8.5,87,5.6,18,1009.5,0
17/1/2008,14,9.3,84,6.2,22,1008.3,0
17/1/2008,15,8.9,91,6,19,1007.5,0
17/1/2008,16,9.2,92,5.7,26,1007.2,0
17/1/2008,17,9.4,93,6.3,22,1006.5,0
17/1/2008,18,9.7,94,7,19,1006,0.2
17/1/2008,19,10.3,93,7.5,22,1006.3,0
17/1/2008,20,10.6,93,9.1,11,1007.5,0
17/1/2008,21,10.4,92,8.8,11,1008,0
17/1/2008,22,10.8,92,8.8,15,1008.5,0
17/1/2008,23,11.3,89,9.9,11,1009.5,0
18/1/2008,0,11.4,83,9.1,19,1010.4,0
18/1/2008,1,11.2,79,9,18,1011.7,0
18/1/2008,2,10.8,77,8.8,15,1013.0,0
18/1/2008,3,10.8,77,9.3,11,1014.7,0
18/1/2008,4,10.2,78,7.7,18,1015.5,0
18/1/2008,5,9.6,81,7.3,15,1016.3,0
18/1/2008,6,8.8,85,6.9,11,1017.3,0
18/1/2008,7,8.3,88,5.7,15,1018.2,0
18/1/2008,8,8.1,90,5.5,15,1019,0
18/1/2008,9,8.6,87,5.3,22,1019.7,0
18/1/2008,10,9.1,86,7.3,11,1020.4,0
18/1/2008,11,9.7,86,7.4,15,1020.9,0.2
18/1/2008,12,9.6,89,7.3,15,1021.2,0.2
18/1/2008,13,9.7,92,7.4,15,1020.5,0.4
18/1/2008,14,10.2,93,8.1,15,1019.8,0.2
18/1/2008,15,10.8,93,8.8,15,1019.9,0.2
18/1/2008,16,11.3,93,9.4,15,1020.1,0
18/1/2008,17,11.9,91,9.5,22,1020.4,0
18/1/2008,18,12.3,91,10.3,18,1020.8,0
18/1/2008,19,12.7,88,10.8,18,1021.1,0
18/1/2008,20,12.9,87,11.4,15,1022.1,0
18/1/2008,21,12.8,85,11.2,15,1022.6,0
18/1/2008,22,12.7,83,10.8,18,1022.6,0
18/1/2008,23,12.4,83,10.4,19,1023,0
19/1/2008,0,12.4,84,11.2,11,1023.6,0
19/1/2008,1,12.2,85,10.2,18,1023.6,0
19/1/2008,2,12.0,86,10.3,15,1023.9,0
19/1/2008,3,12.5,84,10.5,19,1024.7,0
19/1/2008,4,12.7,81,10.5,22,1025.2,0
19/1/2008,5,12.8,79,10.6,22,1025.2,0
19/1/2008,6,12.5,81,10.6,18,1025.7,0
19/1/2008,7,12.3,83,11.1,11,1026.0,0
19/1/2008,8,12.3,84,11.1,11,1026.5,0
19/1/2008,9,12.3,84,10.6,15,1026.9,0
19/1/2008,10,12.5,83,10.9,15,1027.5,0
19/1/2008,11,13.3,79,11.8,15,1028.0,0
19/1/2008,12,14.0,73,12.1,22,1028.2,0
19/1/2008,13,14.0,77,12.7,15,1028.0,0
19/1/2008,14,14.7,72,13.6,15,1027.8,0
19/1/2008,15,14.8,73,13.7,15,1027.6,0
19/1/2008,16,14.7,72,13.6,15,1028.0,0
19/1/2008,17,14.1,72,13.3,11,1028.2,0
19/1/2008,18,13.6,73,12.2,15,1028.5,0
19/1/2008,19,13.3,74,11.8,15,1028.6,0
19/1/2008,20,13.0,75,12,11,1028.9,0
19/1/2008,21,12.8,77,11.7,11,1028.9,0
19/1/2008,22,12.8,77,10.9,18,1029.0,0
19/1/2008,23,12.7,75,11.1,15,1029,0
20/1/2008,0,12.5,75,11.4,11,1029.4,0
20/1/2008,1,12.3,74,10.6,15,1029.1,0
20/1/2008,2,12.2,74,11,11,1029.1,0
20/1/2008,3,12.1,75,10.9,11,1029.1,0
20/1/2008,4,11.8,76,11,8,1029.1,0
20/1/2008,5,11.9,75,10.6,11,1028.9,0
20/1/2008,6,12.1,72,10.9,11,1028.6,0
20/1/2008,7,11.8,74,10.5,11,1028.7,0
20/1/2008,8,11.6,75,10.3,11,1028.6,0
20/1/2008,9,11.7,73,9.9,15,1028.8,0
20/1/2008,10,12,72,10.8,11,1028.9,0
20/1/2008,11,12.5,68,11.4,11,1029.3,0
20/1/2008,12,13.1,67,12.1,11,1029.2,0
20/1/2008,13,13.1,67,11.6,15,1028.6,0
20/1/2008,14,13.3,66,11.8,15,1027.8,0
20/1/2008,15,13.3,64,12.3,11,1027.6,0
20/1/2008,16,12.8,66,11.2,15,1027.3,0
20/1/2008,17,12.5,67,11.4,11,1027.2,0
20/1/2008,18,12.2,67,11,11,1027.3,0
20/1/2008,19,11.8,68,11,8,1027.4,0
20/1/2008,20,11.7,67,10.4,11,1027.2,0
20/1/2008,21,11.6,66,10.3,11,1026.9,0
20/1/2008,22,11.3,67,9.4,15,1027.0,0
20/1/2008,23,11.2,71,9.3,15,1026.8,0
21/1/2008,0,11,73,9.6,11,1026.7,0
21/1/2008,1,10.8,74,9.3,11,1026.3,0
21/1/2008,2,10.7,74,9.2,11,1025.9,0
21/1/2008,3,10.6,73,8.5,15,1025.6,0
21/1/2008,4,10.5,72,9,11,1025,0
21/1/2008,5,10.6,69,8.5,15,1024.8,0
21/1/2008,6,10.5,68,9,11,1024.5,0
21/1/2008,7,10.3,70,8.7,11,1024.0,0
21/1/2008,8,10.4,67,8.8,11,1023.7,0
21/1/2008,9,10.3,68,9.5,7,1023.9,0
21/1/2008,10,10.3,66,8.7,11,1023.4,0
21/1/2008,11,10.6,67,9.1,11,1023,0
21/1/2008,12,11.2,62,8.9,19,1022.2,0
21/1/2008,13,11.1,66,8.5,22,1020.9,0
21/1/2008,14,10.7,69,8,22,1020.2,0
21/1/2008,15,10.5,72,7.7,22,1019.8,0
21/1/2008,16,9.9,81,7.7,15,1019.1,0
21/1/2008,17,9.6,85,6.9,19,1017.7,0
21/1/2008,18,10.1,83,7.5,19,1017.3,0
21/1/2008,19,10.5,82,8.4,15,1016.7,0
21/1/2008,20,10.5,86,8.4,15,1016.7,0
21/1/2008,21,11.1,84,9.2,15,1015.9,0
21/1/2008,22,11.6,82,9.1,22,1015.1,0
