date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
1/1/2012,0,12.7,86,11.6,11,1016.5,0
1/1/2012,1,12.7,85,11.6,11,1016.2,0
1/1/2012,2,12.6,85,11.2,13,1016,0
1/1/2012,3,12.7,84,11.6,11,1015.8,0
1/1/2012,4,12.6,86,11,15,1015.9,0
1/1/2012,5,12.3,88,10.9,13,1015.8,0
1/1/2012,6,12.6,87,10.8,17,1015.4,0
1/1/2012,7,12.9,84,11.2,17,1015.4,0
1/1/2012,8,12.4,88,10.7,15,1015.5,0.2
1/1/2012,9,12.5,88,10.5,19,1015.8,0
1/1/2012,10,12.7,86,10.9,17,1015.6,0
1/1/2012,11,13.1,85,11.8,13,1015,0
1/1/2012,12,13.5,83,11.7,19,1014.7,0
1/1/2012,13,13.8,82,12.7,13,1013.5,0
1/1/2012,14,14.2,78,12.6,19,1012.9,0
1/1/2012,15,14,82,12.1,22,1012.1,0
1/1/2012,16,14,82,12.3,20,1011.7,0
1/1/2012,17,13.4,87,11.4,22,1011.4,0
1/1/2012,18,13.3,86,11.1,24,1010.7,0
1/1/2012,19,13.3,84,11.1,24,1010.3,0
1/1/2012,20,12.7,88,10.3,24,1009.9,0.6
1/1/2012,21,12.6,86,10.2,24,1009.6,0.2
1/1/2012,22,12.4,85,10,24,1009.4,0
1/1/2012,23,12.1,85,9.2,30,1009,0.2
2/1/2012,0,11.6,88,10,13,1009.2,2
2/1/2012,1,11.1,87,9.4,13,1009,0.4
2/1/2012,2,10.8,87,9.3,11,1008.7,0.6
2/1/2012,3,10.8,88,9,13,1008.2,0.8
2/1/2012,4,10.3,86,7.7,19,1008.3,2
2/1/2012,5,9.5,82,7.2,15,1008.5,0.4
2/1/2012,6,9.1,82,7.3,11,1008.7,0
2/1/2012,7,9,80,6.3,17,1009.6,0
2/1/2012,8,8.7,78,6,17,1010.4,0
2/1/2012,9,8.5,79,6,15,1011.5,0
2/1/2012,10,8.7,77,6.2,15,1012.7,0
2/1/2012,11,8.9,76,6,19,1013.6,0
2/1/2012,12,9.3,72,6.4,20,1014.2,0
2/1/2012,13,9.9,67,7.2,19,1014.2,0
2/1/2012,14,10.3,61,7.3,24,1014.4,0
2/1/2012,15,10.3,59,8,17,1014.9,0
2/1/2012,16,9.2,62,6.4,19,1016.3,0
2/1/2012,17,7.1,73,3.8,19,1017.6,0.2
2/1/2012,18,6.1,76,4.1,9,1018.9,0
2/1/2012,19,6,72,2.9,15,1019.7,0
2/1/2012,20,5.7,72,2.9,13,1020.6,0
2/1/2012,21,5.4,76,3.3,9,1021.5,0
2/1/2012,22,5.2,78,1.9,15,1021.8,0
2/1/2012,23,4.8,80,1.8,13,1022.1,0
3/1/2012,0,4.8,80,2.6,9,1022.1,0
3/1/2012,1,4.1,83,2.7,6,1021.8,0
3/1/2012,2,5.1,80,2.5,11,1021.6,0
3/1/2012,3,5,81,1.7,15,1021.5,0
3/1/2012,4,5.3,82,1.8,17,1020.9,0
3/1/2012,5,5.3,84,2.8,11,1020.3,0
3/1/2012,6,5.8,85,3,13,1019.8,0.2
3/1/2012,7,7.3,82,3.7,22,1018.8,0
3/1/2012,8,8.2,80,4.6,24,1017.7,0
3/1/2012,9,8.7,80,5.4,22,1017,0
3/1/2012,10,8.7,83,5.3,24,1016.5,0
3/1/2012,11,9.8,82,6.3,28,1016.2,0
3/1/2012,12,10.3,82,7.5,22,1014.8,0
3/1/2012,13,11.3,79,8.3,28,1013.6,0
3/1/2012,14,11.9,77,8.9,30,1012.4,0
3/1/2012,15,12.2,77,9.6,26,1011.6,0
3/1/2012,16,12.2,79,9,35,1011.3,0
3/1/2012,17,12,82,9,31,1011.4,0
3/1/2012,18,12.3,83,10,22,1011.8,0
3/1/2012,19,12.2,86,10.1,19,1012.1,0.4
3/1/2012,20,12.2,84,10,20,1013.2,1
3/1/2012,21,11.1,73,9.4,13,1014,0.2
3/1/2012,22,10.5,70,8.7,13,1014.5,0
3/1/2012,23,10.1,68,8.5,11,1014.2,0
4/1/2012,0,9.9,69,8.3,11,1014.7,0
